"","Date","Open","High","Close","WTI","Gold","Sentiment"
"1",2010-01-04,1116.560059,1133.869995,1132.98999,81.52,1285.25,-0.114130434782609
"2",2010-01-05,1132.660034,1136.630005,1136.52002,81.74,1286.75,0.048582995951417
"3",2010-01-06,1135.709961,1139.189941,1137.140015,83.12,1299,-0.0564516129032258
"4",2010-01-07,1136.27002,1142.459961,1141.689941,82.6,1299,-0.073469387755102
"5",2010-01-08,1140.52002,1145.390015,1144.97998,82.74,1301.5,0.00404858299595142
"6",2010-01-11,1145.959961,1149.73999,1146.97998,82.54,1298,-0.112903225806452
"7",2010-01-12,1143.810059,1143.810059,1136.219971,80.79,1325.75,-0.120967741935484
"8",2010-01-13,1137.310059,1148.400024,1145.680054,79.66,1318,-0.0122950819672131
"9",2010-01-14,1145.680054,1150.410034,1148.459961,79.35,1320.5,-0.0403225806451613
"10",2010-01-15,1147.719971,1147.77002,1136.030029,77.96,1301.75,-0.0569105691056911
"11",2010-01-19,1136.030029,1150.449951,1150.22998,78.98,1309.5,-0.0282258064516129
"12",2010-01-20,1147.949951,1147.949951,1138.040039,77.42,1299,-0.040650406504065
"13",2010-01-21,1138.680054,1141.579956,1116.47998,75.84,1297.25,-0.0202429149797571
"14",2010-01-22,1115.48999,1115.48999,1091.76001,74.25,1284,-0.133064516129032
"15",2010-01-25,1092.400024,1102.969971,1096.780029,74.9,1292,-0.112903225806452
"16",2010-01-26,1095.800049,1103.689941,1092.170044,74.67,1283.75,0.048
"17",2010-01-27,1091.939941,1099.51001,1097.5,73.64,1291.75,0.0365853658536585
"18",2010-01-28,1096.930054,1100.219971,1084.530029,73.62,1294.75,0.0364372469635627
"19",2010-01-29,1087.609985,1096.449951,1073.869995,72.85,1296,-0.153225806451613
"20",2010-02-01,1073.890015,1089.380005,1089.189941,74.41,1304,-0.00816326530612245
"21",2010-02-02,1090.050049,1104.72998,1103.319946,77.21,1313.5,0.00813008130081301
"22",2010-02-03,1100.670044,1102.719971,1097.280029,76.96,1310.75,-0.132530120481928
"23",2010-02-04,1097.25,1097.25,1063.109985,73.13,1336,-0.0401606425702811
"24",2010-02-05,1064.119995,1067.130005,1066.189941,71.15,1327,-0.0967741935483871
"25",2010-02-08,1065.51001,1071.199951,1056.73999,71.87,1338,-0.145228215767635
"26",2010-02-09,1060.060059,1079.280029,1070.52002,73.71,1355.75,-0.141129032258065
"27",2010-02-10,1069.680054,1073.670044,1068.130005,74.48,1378.5,0.00806451612903226
"28",2010-02-11,1067.099976,1080.040039,1078.469971,75.23,1385,-0.10655737704918
"29",2010-02-12,1075.949951,1077.810059,1075.51001,74.11,1368.75,-0.0778688524590164
"30",2010-02-16,1079.130005,1095.670044,1094.869995,76.98,1366,-0.0121951219512195
"31",2010-02-17,1096.140015,1101.030029,1099.51001,77.27,1346.25,-0.124497991967871
"32",2010-02-18,1099.030029,1108.23999,1106.75,78.97,1344,-0.125506072874494
"33",2010-02-19,1105.48999,1112.420044,1109.170044,79.77,1335.25,-0.0653061224489796
"34",2010-02-22,1110,1112.290039,1108.01001,80.04,1345.25,-0.0283400809716599
"35",2010-02-23,1107.48999,1108.579956,1094.599976,78.61,1337,-0.0120967741935484
"36",2010-02-24,1095.890015,1106.420044,1105.23999,79.75,1334.75,-0.0894308943089431
"37",2010-02-25,1101.23999,1103.5,1102.939941,77.99,1349.5,0.0491803278688525
"38",2010-02-26,1103.099976,1107.23999,1104.48999,79.72,1326.5,-0.048582995951417
"39",2010-03-01,1105.359985,1116.109985,1115.709961,78.71,1332.25,-0.131147540983607
"40",2010-03-02,1117.01001,1123.459961,1118.310059,79.62,1331.75,-0.0688259109311741
"41",2010-03-03,1119.359985,1125.640015,1118.790039,80.91,1339,-0.157258064516129
"42",2010-03-04,1119.119995,1123.72998,1122.969971,80.21,1334.75,-0.0202429149797571
"43",2010-03-05,1125.119995,1139.380005,1138.699951,81.5,1323.25,-0.101626016260163
"44",2010-03-08,1138.400024,1141.050049,1138.5,81.85,1316.25,-0.140562248995984
"45",2010-03-09,1137.560059,1145.369995,1140.449951,81.5,1320.5,-0.166666666666667
"46",2010-03-10,1140.219971,1148.26001,1145.609985,82.07,1320.75,-0.0242914979757085
"47",2010-03-11,1143.959961,1150.23999,1150.23999,82.1,1320,-0.0522088353413655
"48",2010-03-12,1151.709961,1153.410034,1149.98999,81.26,1296,-0.101214574898785
"49",2010-03-15,1148.530029,1150.97998,1150.51001,79.79,1289.5,-0.165322580645161
"50",2010-03-16,1150.829956,1160.280029,1159.459961,81.75,1282,-0.172131147540984
"51",2010-03-17,1159.939941,1169.839966,1166.209961,82.93,1277,0.0121951219512195
"52",2010-03-18,1166.130005,1167.77002,1165.829956,82.16,1259.25,-0.0524193548387097
"53",2010-03-19,1166.680054,1169.199951,1159.900024,80.58,1256.5,-0.170731707317073
"54",2010-03-22,1157.25,1167.819946,1165.810059,81.26,1254.5,-0.217213114754098
"55",2010-03-23,1166.469971,1174.719971,1174.170044,81.68,1250.25,-0.0728744939271255
"56",2010-03-24,1172.699951,1173.040039,1167.719971,80.29,1262,-0.105263157894737
"57",2010-03-25,1170.030029,1180.689941,1165.72998,80.25,1251,-0.127049180327869
"58",2010-03-26,1167.579956,1173.930054,1166.589966,79.75,1242.5,-0.0161290322580645
"59",2010-03-29,1167.709961,1174.849976,1173.219971,81.92,1264,-0.0809716599190283
"60",2010-03-30,1173.75,1177.829956,1173.27002,82.14,1251.25,-0.11522633744856
"61",2010-03-31,1171.75,1174.560059,1169.430054,83.45,1260.5,-0.0772357723577236
"62",2010-04-01,1171.22998,1181.430054,1178.099976,84.53,1267,-0.00826446280991736
"63",2010-04-05,1178.709961,1187.72998,1187.439941,86.36,1263,-0.131818181818182
"64",2010-04-06,1186.01001,1191.800049,1189.439941,86.54,1241,-0.105691056910569
"65",2010-04-07,1188.22998,1189.599976,1182.449951,85.64,1238,-0.097165991902834
"66",2010-04-08,1181.75,1188.550049,1186.439941,85.17,1250,-0.138211382113821
"67",2010-04-09,1187.469971,1194.660034,1194.369995,84.6,1241.5,-0.0530612244897959
"68",2010-04-12,1194.939941,1199.199951,1196.47998,84.07,1236,-0.0284552845528455
"69",2010-04-13,1195.939941,1199.040039,1197.300049,83.8,1251.5,0.0875
"70",2010-04-14,1198.689941,1210.650024,1210.650024,85.62,1248,-0.0566801619433198
"71",2010-04-15,1210.77002,1213.920044,1211.670044,85.25,1244.25,-0.10655737704918
"72",2010-04-16,1210.170044,1210.170044,1192.130005,82.97,1226,-0.0975609756097561
"73",2010-04-19,1192.060059,1197.869995,1197.52002,81.52,1221,-0.260162601626016
"74",2010-04-20,1199.040039,1208.579956,1207.170044,82.98,1227.5,-0.0323886639676113
"75",2010-04-21,1207.160034,1210.98999,1205.939941,82.78,1246.25,-0.0806451612903226
"76",2010-04-22,1202.52002,1210.27002,1208.670044,82.89,1234.5,-0.158536585365854
"77",2010-04-23,1207.869995,1217.280029,1217.280029,84.34,1225,-0.211382113821138
"78",2010-04-26,1217.069946,1219.800049,1212.050049,84.2,1204.5,-0.0121951219512195
"79",2010-04-27,1209.920044,1211.380005,1183.709961,82.43,1204.5,-0.0775510204081633
"80",2010-04-28,1184.589966,1195.050049,1191.359985,83.22,1214.5,-0.251012145748988
"81",2010-04-29,1193.300049,1209.359985,1206.780029,85.17,1199,-0.121457489878543
"82",2010-04-30,1206.77002,1207.98999,1186.689941,86.07,1199,-0.130612244897959
"83",2010-05-03,1188.579956,1205.130005,1202.26001,86.19,1199,-0.146938775510204
"84",2010-05-04,1197.5,1197.5,1173.599976,82.73,1195.25,-0.134146341463415
"85",2010-05-05,1169.23999,1175.949951,1165.869995,80,1196,-0.0850202429149798
"86",2010-05-06,1164.380005,1167.579956,1128.150024,77.18,1230.5,-0.0532786885245902
"87",2010-05-07,1127.040039,1135.130005,1110.880005,75.1,1231.75,-0.111111111111111
"88",2010-05-10,1122.27002,1163.849976,1159.72998,76.89,1234.75,-0.0979591836734694
"89",2010-05-11,1156.390015,1170.47998,1155.790039,76.37,1232,-0.179591836734694
"90",2010-05-12,1155.430054,1172.869995,1171.670044,75.65,1225.25,-0.0860655737704918
"91",2010-05-13,1170.040039,1173.569946,1157.439941,74.38,1260.75,-0.0979591836734694
"92",2010-05-14,1157.189941,1157.189941,1135.680054,71.61,1266.25,-0.182926829268293
"93",2010-05-17,1136.52002,1141.880005,1136.939941,70.08,1237,-0.155737704918033
"94",2010-05-18,1138.780029,1148.660034,1120.800049,69.38,1233,-0.132
"95",2010-05-19,1119.569946,1124.27002,1115.050049,69.91,1222.5,0.00408163265306122
"96",2010-05-20,1107.339966,1107.339966,1071.589966,68.28,1227.5,-0.0894308943089431
"97",2010-05-21,1067.26001,1090.160034,1087.689941,68.03,1217.25,-0.0571428571428571
"98",2010-05-24,1084.780029,1089.949951,1073.650024,68.23,1229.5,-0.165991902834008
"99",2010-05-25,1067.420044,1074.75,1074.030029,64.78,1253,-0.0775510204081633
"100",2010-05-26,1075.51001,1090.75,1067.949951,71.52,1245,-0.0532786885245902
"101",2010-05-27,1074.27002,1103.52002,1103.060059,74.56,1247.5,-0.101214574898785
"102",2010-05-28,1102.589966,1102.589966,1089.410034,74,1243,-0.163265306122449
"103",2010-06-01,1087.300049,1094.77002,1070.709961,72.7,1246.25,-0.123456790123457
"104",2010-06-02,1073.01001,1098.560059,1098.380005,72.88,1240,0
"105",2010-06-03,1098.819946,1105.670044,1102.829956,74.62,1257,-0.194214876033058
"106",2010-06-04,1098.430054,1098.430054,1064.880005,71.43,1275.75,-0.191056910569106
"107",2010-06-07,1065.839966,1071.359985,1050.469971,71.55,1283.5,-0.191056910569106
"108",2010-06-08,1050.810059,1063.150024,1062,71.88,1287.25,-0.114285714285714
"109",2010-06-09,1062.75,1077.73999,1055.689941,74.38,1286,-0.176954732510288
"110",2010-06-10,1058.77002,1087.849976,1086.839966,75.48,1272.5,-0.0772357723577236
"111",2010-06-11,1082.650024,1092.25,1091.599976,73.89,1281.25,-0.0452674897119342
"112",2010-06-14,1095,1105.910034,1089.630005,74.99,1282.5,0.09375
"113",2010-06-15,1091.209961,1115.589966,1115.22998,76.84,1285.5,-0.11522633744856
"114",2010-06-16,1114.02002,1118.73999,1114.609985,77.67,1307.25,-0.197530864197531
"115",2010-06-17,1115.97998,1117.719971,1116.040039,76.82,1319,-0.289795918367347
"116",2010-06-18,1116.160034,1121.01001,1117.51001,77.18,1307.25,-0.0448979591836735
"117",2010-06-21,1122.790039,1131.22998,1113.199951,77.84,1320.5,-0.176229508196721
"118",2010-06-22,1113.900024,1118.5,1095.310059,77.15,1306.75,-0.147540983606557
"119",2010-06-23,1095.569946,1099.640015,1092.040039,75.9,1324,-0.0772357723577236
"120",2010-06-24,1090.930054,1090.930054,1073.689941,75.96,1354.75,-0.0210084033613445
"121",2010-06-25,1075.099976,1083.560059,1076.76001,78.45,1349.25,-0.024390243902439
"122",2010-06-28,1077.5,1082.599976,1074.569946,78.26,1361,-0.135245901639344
"123",2010-06-29,1071.099976,1071.099976,1041.23999,75.93,1347.75,-0.0663900414937759
"124",2010-06-30,1040.560059,1048.079956,1030.709961,75.59,1344.75,-0.0625
"125",2010-07-01,1031.099976,1033.579956,1027.369995,72.95,1331.25,0.0487804878048781
"126",2010-07-02,1027.650024,1032.949951,1022.580017,72.06,1333,-0.223577235772358
"127",2010-07-06,1028.089966,1042.5,1028.060059,71.96,1317.5,-0.0285714285714286
"128",2010-07-07,1028.540039,1060.890015,1060.27002,74.05,1316.5,-0.0938775510204082
"129",2010-07-08,1062.920044,1071.25,1070.25,75.46,1319.25,-0.0532786885245902
"130",2010-07-09,1070.5,1078.160034,1077.959961,76.08,1273.5,-0.0326530612244898
"131",2010-07-12,1077.22998,1080.780029,1078.75,74.93,1270.5,0.0404858299595142
"132",2010-07-13,1080.650024,1099.459961,1095.339966,77.16,1285.5,-0.0530612244897959
"133",2010-07-14,1095.609985,1099.079956,1095.170044,77.02,1265.5,-0.0619834710743802
"134",2010-07-15,1094.459961,1098.660034,1096.47998,76.67,1298.5,-0.191056910569106
"135",2010-07-16,1093.849976,1093.849976,1064.880005,75.96,1304,-0.1440329218107
"136",2010-07-19,1066.849976,1074.699951,1071.25,76.53,1329.5,-0.114285714285714
"137",2010-07-20,1064.530029,1083.939941,1083.47998,77.32,1323.5,-0.0326530612244898
"138",2010-07-21,1086.670044,1088.959961,1069.589966,76.27,1309.75,0.0284552845528455
"139",2010-07-22,1072.140015,1097.5,1093.670044,79.01,1316,-0.114285714285714
"140",2010-07-23,1092.170044,1103.72998,1102.660034,78.68,1306.25,-0.0123456790123457
"141",2010-07-26,1102.890015,1115.01001,1115.01001,78.93,1290.75,-0.269387755102041
"142",2010-07-27,1117.359985,1120.949951,1113.839966,77.46,1326.5,0.00411522633744856
"143",2010-07-28,1112.839966,1114.660034,1106.130005,77.06,1341,-0.0816326530612245
"144",2010-07-29,1108.069946,1115.900024,1101.530029,78.3,1333,-0.0537190082644628
"145",2010-07-30,1098.439941,1106.439941,1101.599976,78.85,1322.75,-0.185185185185185
"146",2010-08-02,1107.530029,1127.300049,1125.859985,81.25,1314.25,-0.0205761316872428
"147",2010-08-03,1125.339966,1125.439941,1120.459961,82.52,1323,-0.139344262295082
"148",2010-08-04,1121.060059,1128.75,1127.23999,82.49,1349.25,0.0826446280991736
"149",2010-08-05,1125.780029,1126.560059,1125.810059,82,1365.5,-0.0901639344262295
"150",2010-08-06,1122.069946,1123.060059,1121.640015,80.67,1301,-0.0702479338842975
"151",2010-08-09,1122.800049,1129.23999,1127.790039,81.46,1312.25,-0.0983606557377049
"152",2010-08-10,1122.920044,1127.160034,1121.060059,80.24,1324,0.00809716599190283
"153",2010-08-11,1116.890015,1116.890015,1089.469971,78.09,1318.5,0.0164609053497942
"154",2010-08-12,1081.47998,1086.719971,1083.609985,75.68,1328,-0.114285714285714
"155",2010-08-13,1082.219971,1086.25,1079.25,75.39,1363.75,0
"156",2010-08-16,1077.48999,1082.619995,1079.380005,75.17,1358.25,0.0326530612244898
"157",2010-08-17,1081.160034,1100.140015,1092.540039,75.76,1390,-0.0448979591836735
"158",2010-08-18,1092.079956,1099.77002,1094.160034,75.39,1387,-0.00816326530612245
"159",2010-08-19,1092.439941,1092.439941,1075.630005,74.45,1385,-0.0737704918032787
"160",2010-08-20,1075.630005,1075.630005,1071.689941,73.45,1390,0.0253164556962025
"161",2010-08-23,1073.359985,1081.579956,1067.359985,72.71,1399.5,0
"162",2010-08-24,1063.199951,1063.199951,1051.869995,71.24,1394.75,0.0785123966942149
"163",2010-08-25,1048.97998,1059.380005,1055.329956,72.07,1407.75,-0.0781893004115226
"164",2010-08-26,1056.280029,1061.449951,1047.219971,73.36,1419.5,-0.0204081632653061
"165",2010-08-27,1049.27002,1065.209961,1064.589966,75.17,1419.25,-0.0204081632653061
"166",2010-08-30,1062.900024,1064.400024,1048.920044,74.69,1377.5,-0.0122448979591837
"167",2010-08-31,1046.880005,1055.140015,1049.329956,71.93,1377.5,-0.0493827160493827
"168",2010-09-01,1049.719971,1081.300049,1080.290039,73.97,1375.5,-0.0966386554621849
"169",2010-09-02,1080.660034,1090.099976,1090.099976,74.99,1363,-0.0534979423868313
"170",2010-09-03,1093.609985,1105.099976,1104.51001,74.52,1372.5,-0.136363636363636
"171",2010-09-07,1102.599976,1102.599976,1091.839966,73.98,1365,-0.101626016260163
"172",2010-09-08,1092.359985,1103.26001,1098.869995,74.65,1369.25,-0.0699588477366255
"173",2010-09-09,1101.150024,1110.27002,1104.180054,74.25,1329.75,-0.0244897959183673
"174",2010-09-10,1104.569946,1110.880005,1109.550049,76.4,1326.5,0.0489795918367347
"175",2010-09-13,1113.380005,1123.869995,1121.900024,77.17,1328.5,-0.0617283950617284
"176",2010-09-14,1121.160034,1127.359985,1121.099976,76.78,1341,-0.0413223140495868
"177",2010-09-15,1119.430054,1126.459961,1125.069946,75.92,1309,-0.171428571428571
"178",2010-09-16,1123.890015,1125.439941,1124.660034,74.58,1298.25,-0.151639344262295
"179",2010-09-17,1126.390015,1131.469971,1125.589966,73.63,1282.5,-0.139344262295082
"180",2010-09-20,1126.569946,1144.859985,1142.709961,74.81,1280.5,-0.149797570850202
"181",2010-09-21,1142.819946,1148.589966,1139.780029,72.96,1304.75,-0.024390243902439
"182",2010-09-22,1139.48999,1144.380005,1134.280029,72.98,1309.25,-0.0578512396694215
"183",2010-09-23,1131.099976,1136.77002,1124.829956,73.4,1315,-0.179591836734694
"184",2010-09-24,1131.689941,1148.900024,1148.670044,74.63,1314.5,-0.0242914979757085
"185",2010-09-27,1148.640015,1149.920044,1142.160034,76.51,1324.15,-0.0823045267489712
"186",2010-09-28,1142.310059,1150,1147.699951,76.15,1329.75,-0.104838709677419
"187",2010-09-29,1146.75,1148.630005,1144.72998,77.85,1331,0.0816326530612245
"188",2010-09-30,1145.969971,1157.160034,1141.199951,79.95,1326,0.0269058295964126
"189",2010-10-01,1143.48999,1150.300049,1146.23999,81.57,1335,-0.141078838174274
"190",2010-10-04,1144.959961,1148.160034,1137.030029,81.43,1333.5,-0.0564516129032258
"191",2010-10-05,1140.680054,1162.76001,1160.75,82.83,1327,0.024
"192",2010-10-06,1159.810059,1162.329956,1159.969971,83.21,1295.75,-0.044
"193",2010-10-07,1161.569946,1163.869995,1158.060059,81.34,1283.25,-0.128
"194",2010-10-08,1158.359985,1167.72998,1165.150024,82.66,1297.25,-0.164658634538153
"195",2010-10-11,1165.319946,1168.680054,1165.319946,82.18,1291.5,-0.088
"196",2010-10-12,1164.280029,1172.579956,1169.77002,81.67,1284.75,-0.140562248995984
"197",2010-10-13,1171.319946,1184.380005,1178.099976,83.03,1279.75,-0.068
"198",2010-10-14,1177.819946,1178.890015,1173.810059,82.71,1285,0.056
"199",2010-10-15,1177.469971,1181.199951,1176.189941,81.23,1256,-0.125
"200",2010-10-18,1176.829956,1185.530029,1184.709961,83.06,1255.5,-0.052
"201",2010-10-19,1178.640015,1178.640015,1165.900024,79.57,1235.25,-0.144578313253012
"202",2010-10-20,1166.73999,1182.939941,1178.170044,81.93,1212.75,-0.072
"203",2010-10-21,1179.819946,1189.430054,1180.26001,80.03,1250,-0.116465863453815
"204",2010-10-22,1180.52002,1183.930054,1183.079956,81.15,1252.5,-0.169354838709677
"205",2010-10-25,1184.73999,1196.140015,1185.619995,82,1242.75,-0.188
"206",2010-10-26,1184.880005,1187.109985,1185.640015,82.6,1192,-0.0120481927710843
"207",2010-10-27,1183.839966,1183.839966,1182.449951,81.9,1232.75,-0.012
"208",2010-10-28,1184.469971,1189.530029,1183.780029,82.2,1236.25,0.0200803212851406
"209",2010-10-29,1183.869995,1185.459961,1183.26001,81.45,1279,0.00404858299595142
"210",2010-11-01,1185.709961,1195.810059,1184.380005,82.94,1286.75,-0.0401606425702811
"211",2010-11-02,1187.859985,1195.880005,1193.569946,83.91,1295.25,-0.0120481927710843
"212",2010-11-03,1193.790039,1198.300049,1197.959961,84.45,1292.5,-0.228
"213",2010-11-04,1198.339966,1221.25,1221.060059,86.49,1372.75,-0.0725806451612903
"214",2010-11-05,1221.199951,1227.079956,1225.849976,86.85,1366.75,-0.100401606425703
"215",2010-11-08,1223.23999,1224.569946,1223.25,87.07,1384.75,-0.044
"216",2010-11-09,1223.589966,1226.839966,1213.400024,87.04,1391.25,-0.0441767068273092
"217",2010-11-10,1213.140015,1218.75,1218.709961,87.77,1385,0.0483870967741935
"218",2010-11-11,1213.040039,1215.449951,1213.540039,87.77,1382.75,-0.068
"219",2010-11-12,1209.069946,1210.5,1199.209961,84.89,1374.25,-0.032
"220",2010-11-15,1200.439941,1207.430054,1197.75,84.88,1383.25,-0.036
"221",2010-11-16,1194.790039,1194.790039,1178.339966,82.33,1386,-0.148
"222",2010-11-17,1178.329956,1183.560059,1178.589966,80.43,1400,-0.084
"223",2010-11-18,1183.75,1200.290039,1196.689941,81.88,1404,-0.108
"224",2010-11-19,1196.119995,1199.969971,1199.72998,81.65,1399.5,0.084
"225",2010-11-22,1198.069946,1198.939941,1197.839966,81.24,1402.5,-0.12
"226",2010-11-23,1192.51001,1192.51001,1180.72998,80.79,1394.5,-0.088
"227",2010-11-24,1183.699951,1198.619995,1198.349976,83.21,1413.5,-0.0566801619433198
"228",2010-11-26,1194.160034,1194.160034,1189.400024,83.87,1382.5,0.02
"229",2010-11-29,1189.079956,1190.339966,1187.76001,85.73,1376.5,0
"230",2010-11-30,1182.959961,1187.400024,1180.550049,84.12,1390.25,0.02
"231",2010-12-01,1186.599976,1207.609985,1206.069946,86.75,1380.5,-0.0160642570281124
"232",2010-12-02,1206.810059,1221.890015,1221.530029,87.98,1408.5,-0.124497991967871
"233",2010-12-03,1219.930054,1225.569946,1224.709961,89.18,1360.75,0.012
"234",2010-12-06,1223.869995,1225.800049,1223.119995,89.33,1354.75,-0.100401606425703
"235",2010-12-07,1227.25,1235.050049,1223.75,88.69,1368.75,-0.0602409638554217
"236",2010-12-08,1225.02002,1228.930054,1228.280029,88.3,1381,-0.072
"237",2010-12-09,1230.140015,1234.709961,1233,88.35,1410,-0.12
"238",2010-12-10,1233.849976,1240.400024,1240.400024,87.81,1433.75,-0.06
"239",2010-12-13,1242.52002,1246.72998,1240.459961,88.62,1430.75,-0.0897959183673469
"240",2010-12-14,1241.839966,1246.589966,1241.589966,88.33,1426.5,-0.016
"241",2010-12-15,1241.579956,1244.25,1235.22998,88.66,1465.5,-0.036144578313253
"242",2010-12-16,1236.339966,1243.75,1242.869995,87.71,1468,-0.0441767068273092
"243",2010-12-17,1243.630005,1245.810059,1243.910034,88.02,1444.25,-0.148
"244",2010-12-20,1245.76001,1250.199951,1247.079956,88.68,1469.25,-0.204819277108434
"245",2010-12-21,1249.430054,1255.819946,1254.599976,89.3,1469.25,-0.0803212851405622
"246",2010-12-22,1254.939941,1259.390015,1258.839966,89.83,1469.25,-0.0522088353413655
"247",2010-12-23,1257.530029,1258.589966,1256.77002,90.84,1454.75,0.016
"248",2010-12-27,1254.660034,1258.430054,1257.540039,90.99,1469,-0.144736842105263
"249",2010-12-28,1259.099976,1259.900024,1258.51001,91.48,1467.5,-0.0182926829268293
"250",2010-12-29,1258.780029,1262.599976,1259.780029,91.13,1471.5,-0.103626943005181
"251",2010-12-30,1259.439941,1261.089966,1257.880005,89.85,1451,-0.0544554455445545
"252",2010-12-31,1256.76001,1259.339966,1257.640015,91.38,1428.5,-0.0932642487046632
"253",2011-01-03,1257.619995,1276.170044,1271.869995,91.59,1408,-0.232876712328767
"254",2011-01-04,1272.949951,1274.119995,1270.199951,89.39,1424.5,-0.0892857142857143
"255",2011-01-05,1268.780029,1277.630005,1276.560059,90.3,1405.5,-0.028
"256",2011-01-06,1276.290039,1278.170044,1273.849976,88.37,1393.75,-0.0452674897119342
"257",2011-01-07,1274.410034,1276.829956,1271.5,88.07,1392,-0.236947791164659
"258",2011-01-10,1270.839966,1271.52002,1269.75,89.24,1380,0.0241935483870968
"259",2011-01-11,1272.579956,1277.25,1274.47998,91.11,1395,-0.116935483870968
"260",2011-01-12,1275.650024,1286.869995,1285.959961,91.85,1535.5,-0.173076923076923
"261",2011-01-13,1285.780029,1286.699951,1283.76001,91.39,1565,-0.0725806451612903
"262",2011-01-14,1282.900024,1293.23999,1293.23999,91.53,1575,-0.00806451612903226
"263",2011-01-18,1293.219971,1296.060059,1295.02002,91.38,1577.25,-0.032258064516129
"264",2011-01-19,1294.52002,1294.599976,1281.920044,90.85,1575,-0.00401606425702811
"265",2011-01-20,1280.849976,1283.349976,1280.26001,88.56,1568,-0.0809716599190283
"266",2011-01-21,1283.630005,1291.209961,1283.349976,88.22,1546.5,-0.044
"267",2011-01-24,1283.290039,1291.930054,1290.839966,86.74,1574.75,-0.096
"268",2011-01-25,1288.170044,1291.26001,1291.180054,85.08,1583.5,-0.18
"269",2011-01-26,1291.969971,1299.73999,1296.630005,86.15,1598.25,-0.11522633744856
"270",2011-01-27,1297.51001,1301.290039,1299.540039,84.45,1598.25,-0.124497991967871
"271",2011-01-28,1299.630005,1302.670044,1276.339966,88.15,1603,-0.192771084337349
"272",2011-01-31,1276.5,1287.170044,1286.119995,90.99,1598,-0.092741935483871
"273",2011-02-01,1289.140015,1308.859985,1307.589966,89.54,1599.25,-0.212
"274",2011-02-02,1305.910034,1307.609985,1304.030029,89.78,1607.75,-0.144578313253012
"275",2011-02-03,1302.77002,1308.599976,1307.099976,89.42,1613.75,-0.184738955823293
